Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
Stephen Coonts' Deep Black,"A Secret Service agent is dead, an apparent suicide. A presidential candidate narrowly escapes an assassin's bullet. And Desk Three, a convert branch of the NSA, is searching for a chilling connection deep inside The Republic of Vietnam. Once, Charlie Dean was a Marine sniper in Quang Nam Province. Today he's a Deep Black operator, returning to Vietnam to find the source of some threatening e-mails. Instead, he comes face to face with a man he had once hunted down...and thought he had killed. Back in the U.S., Deep Black agent Lia DeFrancesca has uncovered the trail of a killer in Dean's path. Now, with every asset, weapon, bug and high-tech magic wand Desk Three can wave, the agents enter a terrifying global race against time. Because ghosts of the past have risen to life...to strike a death blow into the heart of the U.S.A.","['Stephen Coonts', 'Jim DeFelice']",http://books.google.com/books/content?id=ZO4pLgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=ZO4pLgEACAAJ&dq=Stephen+Coonts%27+Deep+Black&hl=&cd=1&source=gbs_api,St. Martin's Paperbacks,2008-06-03,http://books.google.nl/books?id=ZO4pLgEACAAJ&dq=Stephen+Coonts%27+Deep+Black&hl=&source=gbs_api,['Fiction'],1.0
STEPHEN HAWKING'S A BRIEF HISTORY OF TIME,"Was there a beginning of time? Could time run backwards? Is the universe infinite or does it have boundaries? These are just some of the questions considered in an internationally acclaimed masterpiece by one of the world's greatest thinkers. It begins by reviewing the great theories of the cosmos from Newton to Einstein, before delving into the secrets which still lie at the heart of space and time, from the Big Bang to black holes, via spiral galaxies and strong theory. To this day A Brief History of Time remains a staple of the scientific canon, and its succinct and clear language continues to introduce millions to the universe and its wonders.",['Stephen Hawking'],http://books.google.com/books/content?id=xCvztgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=xCvztgAACAAJ&dq=STEPHEN+HAWKING%27S+A+BRIEF+HISTORY+OF+TIME&hl=&cd=1&source=gbs_api,Bantam Press,2011-08-01,http://books.google.com/books?id=xCvztgAACAAJ&dq=STEPHEN+HAWKING%27S+A+BRIEF+HISTORY+OF+TIME&hl=&source=gbs_api,['Science'],80.0
Steppenwolf,"At first sight Harry Haller seems a respectable, educated man. In reality he is the Steppenwolf: wild, strange, alienated from society and repulsed by the modern age. But as he is drawn into a series of dreamlike and sometimes savage encounters - accompanied by, among others, Mozart, Goethe and the bewitching Hermione.",['Hermann Hesse'],http://books.google.com/books/content?id=G6HvZInPVHgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=G6HvZInPVHgC&dq=Steppenwolf&hl=&cd=1&source=gbs_api,Penguin UK,2012,http://books.google.com/books?id=G6HvZInPVHgC&dq=Steppenwolf&hl=&source=gbs_api,['Fiction'],1.0
"Still Another Number Book,","This colorful book takes kids on a journey that introduces numbers and counting. In a style reminiscent of the works of Peter Max, the visual adventure portrays numbers in action, starting with one ship and advancing to ten jugglers. Along the way, the flamboyant graphics in this mathematical puzzle book portray dogs, butterflies, flowers, and other fanciful images.","['Seymour Chwast', 'Martin Moskof']",http://books.google.com/books/content?id=GnTCAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=GnTCAgAAQBAJ&printsec=frontcover&dq=Still+Another+Number+Book,&hl=&cd=1&source=gbs_api",Courier Corporation,2013-11-26,https://play.google.com/store/books/details?id=GnTCAgAAQBAJ&source=gbs_api,['Juvenile Nonfiction'],
Still Lake,"It was a dream come true. Buying a run-down farm in a beautiful Vermont town is the start of a new life for Sophie Davis. She moves her mother, Grace, and her half sister, Marty, out of the city, hoping the change will help both women sort out their complicated lives. And for Sophie, turning Stonegate Farm into a quaint country inn is the fulfillment of a lifelong dream. She doesn't even mind that the farm was the scene of a grisly multiple murder twenty years earlier…. Then a stranger comes to town. When a stranger moves in next to the farm, Sophie believes the sense of peace she has built for herself and her family is being threatened. Because there's something different about John Smith. It's clear he's keeping secrets…and that he's come to Colby, Vermont, for a reason. And that reason has something to do with Sophie and Stonegate Farm. Now her dream is becoming a nightmare. Who is John Smith? Why does his very presence make Sophie feel so completely out of control? And why is she beginning to suspect that this mysterious stranger will put in jeopardy everything she's dreamed of—maybe even her own life?",['Anne Stuart'],http://books.google.com/books/content?id=wjHS5UAWqj0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=wjHS5UAWqj0C&printsec=frontcover&dq=Still+Lake&hl=&cd=1&source=gbs_api,Harlequin,2012-09-17,https://play.google.com/store/books/details?id=wjHS5UAWqj0C&source=gbs_api,['Fiction'],2.0
Still Life with Brook Trout,"Brilliant, witty, perceptive essays about fly-fishing, the natural world, and life in general by the acknowledged master of fishing writers. In Still Life with Brook Trout, John Gierach demonstrates once again that fishing, when done right, is as much a philosophical pursuit as a sport. Gierach travels to Wyoming and Maine and points in between, searching out new fly-fishing adventures and savoring familiar waters with old friends. Along the way he meditates on the importance of good guides (""Really, the only thing a psychiatrist can do that a good guide can't is write prescriptions""), the challenge of salmon fishing (""Salmon prowl. If they're not here now, they could be here in half an hour. Or tomorrow. Or next month""), and the zen of fishing alone (""I also enjoy where my mind goes when I'm fishing alone, which is usually nowhere in particular and by a predictable route""). On a more serious note, he ponders the damaging effects of disasters both natural and man-made: drought, wildfires, and the politics of dam-building, among others. Reflecting on a trip to a small creek near his home, Gierach writes, ""In my brightest moments, I think slowing down...has opened huge new vistas on my old home water. It's like a friendship that not only lasts, but gets better against the odds."" Similarly, Still Life with Brook Trout proves that Gierach, like fly-fishing itself, becomes deeper and richer with time.",['John Gierach'],http://books.google.com/books/content?id=G0QHGyLLWiQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=G0QHGyLLWiQC&printsec=frontcover&dq=Still+Life+with+Brook+Trout&hl=&cd=1&source=gbs_api,Simon and Schuster,2007-11-01,https://play.google.com/store/books/details?id=G0QHGyLLWiQC&source=gbs_api,['Sports & Recreation'],
still More Stories from Grandma's Attic,"Presents a collection of stories of life in the late nineteenth century, many of them reflecting the Christian faith of the author's family, including tales of a contest for the best handiwork, a pig asleep in a baby carriage, and a visitor without a name.",['Arleta Richardson'],http://books.google.com/books/content?id=QuVZEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=QuVZEAAAQBAJ&printsec=frontcover&dq=still+More+Stories+from+Grandma%27s+Attic&hl=&cd=1&source=gbs_api,David C Cook,2011,https://play.google.com/store/books/details?id=QuVZEAAAQBAJ&source=gbs_api,['Juvenile Fiction'],8.0
Stitch 'N Bitch Crochet: The Happy Hooker,"The New York Times–bestselling author of Stitch ’n Bitch conquers crochet with forty original patterns in her sassy, sexy, signature style—fully illustrated. Stitch ’n Bitch Crochet is chock-full of instruction, inspiration, and to-die-for designs, from lacy, sexy summer tops to chic, cozy sweaters, chunky, funky hats, and colorfully crafty afghans. And, as Debbie Stoller demonstrates with her easy-to-follow instructions, it all starts with the simple act of wrapping a hook around a strand of yarn. Full of color photographs and instructional illustrations, Stitch ’n Bitch Crochet is the perfect primer on knitting’s sister craft—from tools and uses for the different gauges to all the cool yarns available. She also takes you through basic techniques and stitch patterns including the chain stitch, picot, flowers, filet crochet, changing yarns, and finishing. Then come forty fabulous projects for everyone from beginners to experienced crocheters: A pom-pom capelet, a retro clutch purse, an “Anarchy Irony Hat,” an “Orange You Glad Bag,” a “Doris Daymat,” a beach-ready bikini, animal iPod cozies, a kid’s sock monkey afghan, and so much more! These are definitely not your grandma’s doilies.",['Debbie Stoller'],http://books.google.com/books/content?id=J8sRUod_VTEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=J8sRUod_VTEC&printsec=frontcover&dq=Stitch+%27N+Bitch+Crochet:+The+Happy+Hooker&hl=&cd=1&source=gbs_api,Workman Publishing,2006-02-13,https://play.google.com/store/books/details?id=J8sRUod_VTEC&source=gbs_api,['Crafts & Hobbies'],19.0
Stitch 'n Bitch Nation,"Join the movement! Four million strong and counting, hip, young chicks with sticks are putting a whole new spin on knitting--while turning last fall's Stitch 'n Bitch: The Knitter's Handbook into a surprise national bestseller (from The New York Times to the L.A. Times to BookSense) with 215,000 copies in print. So influential is the book that the number of Stitch 'n Bitch knitting groups tripled in the past six months--spawning a Stitch 'n Bitch Nation. Written by Stitch 'n Bitch author Debbie Stoller, Stitch 'n Bitch Nation features 50 hip, new, even funkier and more fabulous patterns by Stitch 'n Bitch designers, who come from San Francisco to Brooklyn, Chicago to Cambridge to St. Paul, Minnesota. The Om Yoga Mat Bag. Felted Monster Slippers. The London Calling Union Jack Sweater, because even punks get cold in winter. A Double-Duty Shrug. Polka Dot Tankini. That '70s Poncho. The Boob Tube. Spiderweb Capelet, Cabled Newsboy Cap, Chunky Baby Booties and Baby Bunny Hat. And the most ingenious project, a Knit-Your-Own Rock Star doll--with a choice of Joey Ramone or Henry Rollins. All designs are complete with full-color photographs and step-by-step instructions, and are made from sexy, contemporary yarns, including multicolored angora, alpaca, lace, and mohair. Includes the best tips, shortcuts, and techniques from Stitch 'n Bitchers, profiles of knitters and their groups, and a how-to refresher on all the stitches used in the book.",['Debbie Stoller'],http://books.google.com/books/content?id=BXf2TY_LemwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=BXf2TY_LemwC&printsec=frontcover&dq=Stitch+%27n+Bitch+Nation&hl=&cd=1&source=gbs_api,Workman Publishing Company,2004-11-01,https://play.google.com/store/books/details?id=BXf2TY_LemwC&source=gbs_api,['Crafts & Hobbies'],10.0
Stitch-it: Simple Instructions and Tools for 35 Chic to Classic Embroidery Projects,"Whether you're a beginner or a veteran, the Stitch-It Kit offers everything you need to learn to embroider a tea towel, bib, hankie, or hemline in no time. And it's easy. Inside you'll find a fully illustrated book outlining the basic stitches and techniques, and all the materials you need to get started. Iron-on patterns range from pretty to punk: hula girls, teacups, French poodles, kooky kitties, and more. And each pattern can be used up to nine times. Includes: - Illustrated instructional booklet - Embroidery needle - 2 tea towels - Embroidery hoop - 7 skeins of colored floss - 35 reusable iron-on patterns WARNING: CHOKING HAZARD Small parts. Not for children under 3 years.",['Jenny Hart'],http://books.google.com/books/content?id=W0fT3TprP3EC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=W0fT3TprP3EC&pg=PA1&dq=Stitch-it:+Simple+Instructions+and+Tools+for+35+Chic+to+Classic+Embroidery+Projects&hl=&cd=1&source=gbs_api,Chronicle Books,2004-09-16,http://books.google.com/books?id=W0fT3TprP3EC&dq=Stitch-it:+Simple+Instructions+and+Tools+for+35+Chic+to+Classic+Embroidery+Projects&hl=&source=gbs_api,['Crafts & Hobbies'],
Stock Trader's Almanac 2002,,"['Yale Hirsch', 'Jeffrey A. Hirsch']",http://books.google.com/books/content?id=TrYIAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=TrYIAAAACAAJ&dq=Stock+Trader%27s+Almanac+2002&hl=&cd=1&source=gbs_api,,2001,http://books.google.com/books?id=TrYIAAAACAAJ&dq=Stock+Trader%27s+Almanac+2002&hl=&source=gbs_api,['Stock price forecasting'],5.0
Stock Trader's Almanac 2005 (Almanac Investor Series),,"['Jeffrey A. Hirsch', 'Yale Hirsch', 'Hirsch Organization']",http://books.google.com/books/content?id=fd2m7VllLn8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=fd2m7VllLn8C&printsec=frontcover&dq=Stock+Trader%27s+Almanac+2005+(Almanac+Investor+Series)&hl=&cd=1&source=gbs_api,John Wiley & Sons,2004-11-11,http://books.google.nl/books?id=fd2m7VllLn8C&dq=Stock+Trader%27s+Almanac+2005+(Almanac+Investor+Series)&hl=&source=gbs_api,['Business & Economics'],5.0
Stokes Bird Gardening Book: The Complete Guide to Creating a Bird-Friendly Habitat in Your Backyard (Stokes Backyard Nature Books),"An ideal book for anyone who enjoys the added beauty that birds can bring to a garden, ""Stokes Bird Gardening Book"" covers every aspect of birdwatching and provides charts and garden plans for every region of the country. 300 color illustrations. 20-40 charts. 8 garden plans.","['Donald Stokes', 'Lillian Stokes']",http://books.google.com/books/content?id=9qz3GgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=9qz3GgAACAAJ&dq=Stokes+Bird+Gardening+Book:+The+Complete+Guide+to+Creating+a+Bird-Friendly+Habitat+in+Your+Backyard+(Stokes+Backyard+Nature+Books)&hl=&cd=1&source=gbs_api,"Little, Brown",1998-04-30,http://books.google.nl/books?id=9qz3GgAACAAJ&dq=Stokes+Bird+Gardening+Book:+The+Complete+Guide+to+Creating+a+Bird-Friendly+Habitat+in+Your+Backyard+(Stokes+Backyard+Nature+Books)&hl=&source=gbs_api,['Nature'],
Stone of Farewell,"New York Times-bestselling Tad Williams’ landmark epic fantasy saga of Osten Ard begins an exciting new cycle! “One of my favorite fantasy series.” —George R. R. Martin • “Groundbreaking.” —Patrick Rothfuss • “One of the great fantasy epics of all time.” —Christopher Paolini Tad Williams introduced readers to the incredible fantasy world of Osten Ard in his internationally bestselling series Memory, Sorrow, and Thorn. The trilogy inspired a generation of modern fantasy writers, including George R.R. Martin, Patrick Rothfuss, and Christopher Paolini, and defined Tad Williams as one of the most important fantasy writers of our time. BOOK TWO: STONE OF FAREWELL It is a time of darkness, dread, and ultimate testing for the realm of Osten Ard, for the wild magic and terrifying minions of the undead Sithi ruler, Ineluki the Storm King, are spreading their seemingly undefeatable evil across the kingdom. With the very land blighted by the power of Ineluki’s wrath, the tattered remnants of a once-proud human army flee in search of a last sanctuary and rallying point—the Stone of Farewell, a place shrouded in mystery and ancient sorrow. An even as Prince Josua seeks to rally his scattered forces, Simon and the surviving members of the League of the Scroll are desperately struggling to discover the truth behind an almost-forgotten legend, which will take them from the fallen citadels of humans to the secret heartland of the Sithi—where near-immortals must at last decide whether to ally with the race of men in a final war against those of their own blood. After the landmark Memory, Sorrow, and Thorn trilogy, the epic saga of Osten Ard continues with the brand-new novel, The Heart of What Was Lost. Then don’t miss the upcoming trilogy, The Last King of Osten Ard, beginning with The Witchwood Crown! Praise for Osten Ard: ""Inspired me to write my own seven-book trilogy.... It’s one of my favorite fantasy series."" —George R. R. Martin, New York Times-bestselling author of A Game of Thrones ""Groundbreaking...changed how people thought of the genre, and paved the way for so much modern fantasy. Including mine."" —Patrick Rothfuss, New York Times-bestselling author of The Name of the Wind ""Tad Williams is a master storyteller, and the Osten Ard books are his masterpiece."" —Brandon Sanderson, New York Times-bestselling author of Mistborn ""Memory, Sorrow, and Thorn is one of the great fantasy epics of all time."" —Christopher Paolini, New York Times-bestselling author of Eragon",['Tad Williams'],http://books.google.com/books/content?id=amuyV4ojBqIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=amuyV4ojBqIC&printsec=frontcover&dq=Stone+of+Farewell&hl=&cd=1&source=gbs_api,Penguin,2005-04-05,https://play.google.com/store/books/details?id=amuyV4ojBqIC&source=gbs_api,['Fiction'],18.0
"Stone of Farewell: Book Two of Memory, Sorrow and Thorn","New York Times-bestselling Tad Williams’ landmark epic fantasy saga of Osten Ard begins an exciting new cycle! “One of my favorite fantasy series.” —George R. R. Martin • “Groundbreaking.” —Patrick Rothfuss • “One of the great fantasy epics of all time.” —Christopher Paolini Tad Williams introduced readers to the incredible fantasy world of Osten Ard in his internationally bestselling series Memory, Sorrow, and Thorn. The trilogy inspired a generation of modern fantasy writers, including George R.R. Martin, Patrick Rothfuss, and Christopher Paolini, and defined Tad Williams as one of the most important fantasy writers of our time. BOOK TWO: STONE OF FAREWELL It is a time of darkness, dread, and ultimate testing for the realm of Osten Ard, for the wild magic and terrifying minions of the undead Sithi ruler, Ineluki the Storm King, are spreading their seemingly undefeatable evil across the kingdom. With the very land blighted by the power of Ineluki’s wrath, the tattered remnants of a once-proud human army flee in search of a last sanctuary and rallying point—the Stone of Farewell, a place shrouded in mystery and ancient sorrow. An even as Prince Josua seeks to rally his scattered forces, Simon and the surviving members of the League of the Scroll are desperately struggling to discover the truth behind an almost-forgotten legend, which will take them from the fallen citadels of humans to the secret heartland of the Sithi—where near-immortals must at last decide whether to ally with the race of men in a final war against those of their own blood. After the landmark Memory, Sorrow, and Thorn trilogy, the epic saga of Osten Ard continues with the brand-new novel, The Heart of What Was Lost. Then don’t miss the upcoming trilogy, The Last King of Osten Ard, beginning with The Witchwood Crown! Praise for Osten Ard: ""Inspired me to write my own seven-book trilogy.... It’s one of my favorite fantasy series."" —George R. R. Martin, New York Times-bestselling author of A Game of Thrones ""Groundbreaking...changed how people thought of the genre, and paved the way for so much modern fantasy. Including mine."" —Patrick Rothfuss, New York Times-bestselling author of The Name of the Wind ""Tad Williams is a master storyteller, and the Osten Ard books are his masterpiece."" —Brandon Sanderson, New York Times-bestselling author of Mistborn ""Memory, Sorrow, and Thorn is one of the great fantasy epics of all time."" —Christopher Paolini, New York Times-bestselling author of Eragon",['Tad Williams'],http://books.google.com/books/content?id=amuyV4ojBqIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=amuyV4ojBqIC&printsec=frontcover&dq=Stone+of+Farewell:+Book+Two+of+Memory,+Sorrow+and+Thorn&hl=&cd=1&source=gbs_api",Penguin,2005-04-05,https://play.google.com/store/books/details?id=amuyV4ojBqIC&source=gbs_api,['Fiction'],18.0
Stone of Help (Annals of Lystra),"The Chataine's guardian, Roman, sees his dreams fulfilled beyond his wildest hopes when the armies invading Lystra are felled by disease and Roman's Commander, Galapos, assumes rulership of the country. Moreover, Roman is reunited with his bride, Chataine Deirdre, who is pregnant with their first child. But while Galapos is consumed with the task of rebuilding war-torn Lystra, Deirdre allows herself to be lured away from Roman's protection. Immediately after giving birth in a cave, she is sold into slavery and taken to another province. Upon her mysterious disappearance, Roman undertakes a futile search for her, not knowing that her redemption has already been ordained, nor the terrible price that must be paid to free her. The Annals of Lystra begin with Chataine's Guardian, continue in Stone of Help, and conclude with Liberation of Lystra. Robin Hardy is the author of the Streiker Saga, the Sammy Series, Padre, and The Latter Annals of Lystra (Nicole of Prie Mer and Ares of Westford). She is also the editor of W.W. Melton's classic devotional, Sifted But Saved. For photos, articles, guest features, and updates on new releases and reprints, visit Robin's website at www.robinhardy.com.",['Robin Hardy'],http://books.google.com/books/content?id=4vXwT9Qw2XMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=4vXwT9Qw2XMC&printsec=frontcover&dq=Stone+of+Help+(Annals+of+Lystra)&hl=&cd=1&source=gbs_api,Westford Press,2005,http://books.google.com/books?id=4vXwT9Qw2XMC&dq=Stone+of+Help+(Annals+of+Lystra)&hl=&source=gbs_api,['Fiction'],
Stone of Tears: A Sword of Truth Novel (Sword Of Truth),"The Seeker of Truth embarks on his perilous training in wizardry in the 2nd novel of the #1 New York Timesbestselling author’s epic fantasy series. In Wizard’s First Rule, forest guide Richard Cypher becomes a Seeker of Truth in order to defeat the tyrannical Wizard Darken Rahl—only to discover that he is in fact Darken’s son. Now, with Darken vanquished, Richard and the beautiful Kahlan Amnell head back to the Mud People to be married. But their adventures are far from over. As the wedding day approaches, Richard is visited by three Sisters of Light who insist on bringing him to the Palace of the Prophets to be trained as a Wizard. Meanwhile, the veil to the underworld has been torn, and the Stone of Tears has passed through. According to prophecy, the only person who has a chance at closing the veil is the one bonded to the blade, the one born true.",['Terry Goodkind'],http://books.google.com/books/content?id=RO8aDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=RO8aDAAAQBAJ&printsec=frontcover&dq=Stone+of+Tears:+A+Sword+of+Truth+Novel+(Sword+Of+Truth)&hl=&cd=1&source=gbs_api,RosettaBooks,2015-03-24,https://play.google.com/store/books/details?id=RO8aDAAAQBAJ&source=gbs_api,['Fiction'],37.0
Stones from the River,"From the acclaimed author of Floating in My Mother’s Palm and Children and Fire, a stunning story about ordinary people living in extraordinary times—“epic, daring, magnificent, the product of a defining and mesmerizing vision” (Los Angeles Times). Trudi Montag is a Zwerg—a dwarf—short, undesirable, different, the voice of anyone who has ever tried to fit in. Eventually she learns that being different is a secret that all humans share—from her mother who flees into madness, to her friend Georg whose parents pretend he’s a girl, to the Jews Trudi harbors in her cellar. Ursula Hegi brings us a timeless and unforgettable story in Trudi and a small town, weaving together a profound tapestry of emotional power, humanity, and truth.",['Ursula Hegi'],http://books.google.com/books/content?id=oMx9k6wH5aMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=oMx9k6wH5aMC&printsec=frontcover&dq=Stones+from+the+River&hl=&cd=1&source=gbs_api,Simon and Schuster,2011-01-25,https://play.google.com/store/books/details?id=oMx9k6wH5aMC&source=gbs_api,['Fiction'],2.0
Stories Behind the Best-Loved Songs of Christmas (Stories Behind Books),"Behind the Christmas songs we love to sing lie fascinating stories that will enrich your holiday celebration. Taking you inside the nativity of over thirty favorite songs and carols, Ace Collins introduces you to people you’ve never met, stories you’ve never heard, and meanings you’d never have imagined. The next time you and your family sing ""God Rest Ye Merry Gentlemen,"" you’ll have a new understanding of its message and popular roots. You’ll discover how ""Angels from the Realms of Glory,"" with its sublime lyrics and profound theology, helped usher in a quiet revolution in worship. You’ll learn the strange history of the haunting and powerful ""O Holy Night,"" including the song’s surprising place in the history of modern communications. And you’ll step inside the life of Mark Lowry and find out how he came to pen the words to the contemporary classic ""Mary, Did You Know?""Still other songs such as ""O Come, O Come, Emmanuel"" trace back to mysterious origins--to ninth-century monks, nameless clergy, and unknown commoners of ages past. Joining hands with such modern favorites as ""White Christmas"" and ""The Christmas Song,"" they are part of the legacy of inspiration, faith, tears, love, and spiritual joy that is Christmas. From the rollicking appeal of ""Jingle Bells"" to the tranquil beauty of ""Silent Night,"" the great songs of Christmas contain messages of peace, hope, and truth. Each in its own way expresses a facet of God’s heart and celebrates the birth of his greatest gift to the world--Jesus, the most wonderful Christmas Song of all.",['Ace Collins'],http://books.google.com/books/content?id=MbCaYq9d9YcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=MbCaYq9d9YcC&printsec=frontcover&dq=Stories+Behind+the+Best-Loved+Songs+of+Christmas+(Stories+Behind+Books)&hl=&cd=1&source=gbs_api,Zondervan,2010-05-04,https://play.google.com/store/books/details?id=MbCaYq9d9YcC&source=gbs_api,['Religion'],9.0
Stories Behind the Great Traditions of Christmas,"The cheer of a crackling hearth fire. Colorful cards from friends and loved ones. An evergreen tree festooned with ornaments.The golden traditions of Christmas—gifts, wreaths, stockings, carols, mistletoe, and more—infuse our celebration of the season with meaning and glowing memories. And, in ways you may not realize, they point us to the birth of Christ.Stories Behind the Great Traditions of Christmas reveals the people, places, and events that shaped the best-loved customs of this merriest of holidays. Here are spiritual insights, true-life tales, and captivating legends to intrigue you and your family and bring new luster and depth to your celebration of Jesus’ birth. Discover how• after eighteen centuries of all but ignoring the event, churches began to open the door for believers to commemorate Jesus’ incarnation.• the evergreen tree, once a central theme in the worship practices of pagan cultures, came to represent the everlasting love of God.• the magi’s three gifts—gold, frankincense, and myrrh—are filled with spiritual symbolism.The traditions of Christmas lend beauty, awe, and hope to the holiday, causing people all over the world to anticipate it with joy. The stories in this book will warm your heart as you rediscover the true and eternal significance of Christmas.",['Ace Collins'],http://books.google.com/books/content?id=mo8vgZoROl8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=mo8vgZoROl8C&pg=PA163&dq=Stories+Behind+the+Great+Traditions+of+Christmas&hl=&cd=1&source=gbs_api,Zondervan,2010-05-04,https://play.google.com/store/books/details?id=mo8vgZoROl8C&source=gbs_api,['Religion'],1.0
Stories Behind the Great Traditions of Christmas (Stories Behind Books),"The cheer of a crackling hearth fire. Colorful cards from friends and loved ones. An evergreen tree festooned with ornaments.The golden traditions of Christmas—gifts, wreaths, stockings, carols, mistletoe, and more—infuse our celebration of the season with meaning and glowing memories. And, in ways you may not realize, they point us to the birth of Christ.Stories Behind the Great Traditions of Christmas reveals the people, places, and events that shaped the best-loved customs of this merriest of holidays. Here are spiritual insights, true-life tales, and captivating legends to intrigue you and your family and bring new luster and depth to your celebration of Jesus’ birth. Discover how• after eighteen centuries of all but ignoring the event, churches began to open the door for believers to commemorate Jesus’ incarnation.• the evergreen tree, once a central theme in the worship practices of pagan cultures, came to represent the everlasting love of God.• the magi’s three gifts—gold, frankincense, and myrrh—are filled with spiritual symbolism.The traditions of Christmas lend beauty, awe, and hope to the holiday, causing people all over the world to anticipate it with joy. The stories in this book will warm your heart as you rediscover the true and eternal significance of Christmas.",['Ace Collins'],http://books.google.com/books/content?id=mo8vgZoROl8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=mo8vgZoROl8C&printsec=frontcover&dq=Stories+Behind+the+Great+Traditions+of+Christmas+(Stories+Behind+Books)&hl=&cd=1&source=gbs_api,Zondervan,2010-05-04,https://play.google.com/store/books/details?id=mo8vgZoROl8C&source=gbs_api,['Religion'],1.0
Stories My Mother Never Told Me,"Through a series of letters from his parents' passionate World War II courtship, Morrison uncovers a startling, touching story. This follow-up to his critically acclaimed 1993 memoir paints the unforgettable picture of a quietly determined heroine and of a son's search to learn the truth about her.",['Blake Morrison'],http://books.google.com/books/content?id=iTEEiHAgcNkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=iTEEiHAgcNkC&dq=Stories+My+Mother+Never+Told+Me&hl=&cd=1&source=gbs_api,Random House,2003,http://books.google.com/books?id=iTEEiHAgcNkC&dq=Stories+My+Mother+Never+Told+Me&hl=&source=gbs_api,"['Authors, English']",
Stories of English,"The English language is now accepted as the global lingua franca of the modern age, spoken or written in by over a quarter of the human race. But how did it evolve? How did a language spoken originally by a few thousand Anglo-Saxons become one used by more than 1,500 million? What developments can be seen as we move from Beowulf to Chaucer to Shakespeare to Dickens and the present day? A host of fascinating questions are answered in The Stories of English, a groundbreaking history of the language by David Crystal, the world-renowned writer and commentator on English. Many books have been written about English, but they have all focused on a single variety: the educated, printed language called “standard†? English. David Crystal turns the history of English on its head and instead provides a startlingly original view of where the richness, creativity and diversity of the language truly lies—in the accents and dialects of nonstandard English users all over the world. Whatever their regional, social or ethnic background, each group has a story worth telling, whether it is in Scotland or Somerset, South Africa or Singapore. Interweaved within this central chronological story are accounts of uses of dialect around the world as well as in literary classics from The Canterbury Tales to The Lord of the Rings. For the first time, regional speech and writing is placed center stage, giving a sense of the social realities behind the development of English. This significant shift in perspective enables the reader to understand for the first time the importance of everyday, previously marginalized, voices in our language and provides an argument too for the way English should be taught in the future.",['David Crystal'],http://books.google.com/books/content?id=qRKEDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=qRKEDwAAQBAJ&printsec=frontcover&dq=Stories+of+English&hl=&cd=1&source=gbs_api,Abrams,2005-09-06,https://play.google.com/store/books/details?id=qRKEDwAAQBAJ&source=gbs_api,['History'],15.0
Stories to Solve,Brief folktales in which there is a mystery or problem that the reader is invited to solve before the resolution is presented.,['George Shannon'],http://books.google.com/books/content?id=OGfhAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=OGfhAAAAMAAJ&q=Stories+to+Solve&dq=Stories+to+Solve&hl=&cd=1&source=gbs_api,William Morrow & Company,1985,http://books.google.nl/books?id=OGfhAAAAMAAJ&dq=Stories+to+Solve&hl=&source=gbs_api,['Juvenile Fiction'],1.0
